t,x
3228,29
3240,144
3252,5316
3264,425
3276,1293
3288,845
3300,143
3312,322
3324,480
3336,303
3348,22
3360,264
3372,140
3384,92
3396,23
3408,132
3420,80
3431,12
3443,45
3455,2450
3467,4214
3479,1145
3491,1651
3503,736
3515,195
3527,612
3539,588
3551,132
3563,102
3575,190
3587,128
3599,101
3611,127
3623,111
3635,46
3647,14
3659,56
3670,38
3682,9
3693,20
3704,28
3715,19
3727,28
3739,14
3751,10
3762,37
3774,19
3786,11
3798,20
3809,6
3820,9
3831,12
3843,12
3855,6778
3867,2235
3879,5309
3892,1140
3904,889
3916,571
3928,91
3940,165
3952,312
3964,227
3976,94
3988,124
4000,93
4011,107
4023,42
4035,78
4047,49
4059,27
4070,24
4081,21
4092,25
4104,23
4115,50
4127,4
4138,14
4149,20
4160,26
4171,26
4183,15
4195,21
4207,34
4219,21
4231,14
4243,19
4255,9
4266,4554
4278,728
4290,393
4302,717
4314,370
4326,32
4337,312
4349,265
4361,188
4373,30
4385,96
4397,92
4409,58
4420,77
4431,44
4443,75
4455,43
4467,24
4479,38
4490,12
4502,21
4514,11
4526,37
4538,9
4549,15
4561,12
4573,33
4585,4
4596,28
4608,9
4619,14
4630,21
4642,4
4653,8
4664,5299
4676,1155
4688,1078
4700,632
4712,305
4724,276
4736,477
4748,249
4760,44
4772,98
4784,98
4796,75
4808,33
4819,22
4831,37
4843,60
4855,74
4867,42
4879,31
4891,39
4903,8993
4916,537
4928,1517
4940,617
4952,526
4964,59
4976,494
4988,300
5000,35
5011,82
5022,128
5034,157
5046,74
5057,104
5069,45
5081,144
5093,40
5105,20
5116,3929
5129,2076
5141,951
5153,909
5165,746
5177,334
5189,277
5201,309
5213,287
5225,44
5237,165
5249,140
5261,41
5273,56
5285,63
5297,118
5309,22
5320,48
5331,66
5343,20
5354,15
5366,44
5378,14
5390,19
5401,24
5412,3454
5424,2378
5436,806
5448,802
5460,995
5472,444
5484,108
5496,318
5508,394
5520,108
5532,90
5544,118
5556,86
5567,116
5579,24
5591,120
5603,63
5614,34
5626,14
5638,37
5650,25
5662,22
5674,36
5686,16
5698,27
5710,18
5721,7
5732,2912
5744,2616
5756,380
5768,245
5780,833
5792,410
5804,86
5816,146
5828,360
5840,179
5852,120
5864,74
5876,83
5888,86
5900,14
5912,116
5924,50
5936,37
5948,18
5960,29
5972,14
5984,64
5996,21
6008,29
6019,11
6031,18
6043,61
6055,8569
6067,587
6079,351
6091,601
6103,422
6115,152
6127,396
6139,277
6151,134
6163,46
6175,139
6187,116
6199,32
6211,23
6223,59
6235,51
6247,24
6259,37
6271,21
6283,26
6295,18
6307,13
6319,22
6331,20
6342,25
6354,14
6366,30
6378,4274
6390,2053
6402,1013
6414,1309
6426,293
6438,146
6450,330
6462,441
6474,170
6486,106
6498,146
6510,116
6522,50
6533,74
6545,51
6557,34
6569,15
6581,36
6593,38
6605,20
6616,4
6627,19
6639,30
6651,13
6663,7
6674,17
6686,16
6698,12
6710,25
6722,27
6734,1881
6746,1188
6758,1062
6770,648
6782,450
6794,27
6806,324
6818,324
6830,160
6842,26
6854,136
6866,132
6878,32
6890,44
6902,63
6914,54
6926,12
6938,42
6950,16
6962,18
6974,40
6985,42
6997,22
7009,9
7020,34
7031,36
7042,18
7053,58
7064,50
7076,3608
7088,4010
7100,1990
7112,1042
7124,1010
7136,535
7148,214
7160,100
7172,396
7184,246
7196,36
7208,112
7220,110
7232,107
7244,32
7255,136
7267,93
7279,32
7291,30
7303,42
7314,8
7325,17
7337,23
7349,20
7361,14
7373,22
7385,16
7397,6
7408,4795
7420,1338
7432,429
7444,310
7456,518
7468,366
7480,72
7492,68
7504,199
7516,130
7528,88
7540,116
7552,98
7564,54
7576,31
7588,110
7600,30
7611,36
7623,60
7634,45
7646,72
7658,33
7670,4024
7682,1995
7694,1255
7706,331
7718,26
7730,362
7742,533
7754,182
7766,3030
7778,1188
7790,1234
7802,990
7814,340
7826,16
7837,206
7849,448
7861,157
7873,43
7885,102
7897,170
7909,86
7921,88
7933,116
7945,36
7957,44
7969,53
7981,48
7993,22
8005,54
8016,27
8028,21
8040,7
8051,26
8062,16
8074,46
8085,11
8096,2794
8108,903
8120,634
8132,654
8144,607
8156,189
8168,227
8180,292
8192,110
8204,20
8215,98
8227,106
8239,77
8251,55
8263,42
8275,76
8286,34
8298,26
8310,25
8322,14
8334,21
8346,41
8358,14
8370,21
8382,18
8394,22
8406,31
8418,38
8430,26
8442,2
8453,17
8465,3956
8478,4315
8490,4148
8503,896
8515,423
8527,304
8539,56
8551,225
8563,180
8575,116
8587,78
8598,106
8610,2315
8622,202
8634,598
8646,459
8658,399
8670,206
8682,333
8694,297
8706,100
8718,47
8730,1897
8742,484
8754,790
8766,441
8778,228
8790,61
8802,374
8814,235
8826,8
8837,889
8849,143
8861,606
8873,327
8885,230
8897,156
8909,255
8921,156
8933,43
8945,86
8957,89
8969,74
8981,21
8993,42
9005,46
9016,32
9027,24
9038,19
9050,36
9061,19
9073,10
9084,29
9096,12
9108,16
9120,32
9132,19
9144,49
9156,23
9168,14
9179,18
9191,10
9202,3981
9214,1884
9226,185
9238,399
9250,585
9262,484
9274,53
9286,181
9298,269
9310,182
9322,74
9333,82
9345,86
9357,88
9369,46
9381,52
9393,50
9405,17
9417,33
9429,9
9440,10
9451,30
9463,14
9475,19
9487,7
9498,10
9510,14
9521,15
9533,16
9545,41
9557,14
9569,30
9581,379
9593,1712
9605,511
9617,637
9629,111
9641,193
9653,376
9665,253
9677,38
9689,254
9701,120
9713,17
9725,13
9737,118
9749,74
9761,24
9773,70
9785,32
9797,39
9809,33
9821,9
9832,23
9843,36
9855,46
9867,14
9879,11
9891,62
9903,16
9915,22
9927,8
9938,7
9949,18
9961,7871
9974,1285
9986,1263
9998,569
10010,146
10022,291
10034,643
10046,169
10058,139
10070,154
10082,170
10094,100
10106,103
10118,102
10130,47
10142,42
10154,41
10166,57
10178,16
10190,27
10202,20
10214,43
10226,18
10238,44
10250,9
10261,42
10273,34
10285,22
10297,16
10309,16
10321,14
10333,13
10345,3456
10358,2936
10371,181
10383,147
10395,522
10407,348
10419,138
10431,101
10443,294
10455,161
10467,70
10479,71
10491,84
10503,84
10515,38
10527,86
10539,62
10551,5
10563,13
10575,17
10587,60
10599,21
10611,20
10623,14
10635,30
10647,10
10659,36
10671,6
10682,43
10694,8
10706,26
10718,2249
10731,1388
10744,880
10756,115
10768,350
10780,490
10792,361
10804,32
10816,243
10828,148
10840,83
10852,32
10864,108
10876,92
10888,14
10900,70
10912,75
10924,8
10936,22
10948,21
10960,38
10972,33
10984,24
10996,10
11008,12
11020,26
11032,16
11044,28
11056,46
11068,25
11080,16
11092,20
11104,23
11116,5979
11129,2012
11142,1268
11155,64
11167,332
11180,558
11192,225
11204,134
11216,299
11228,120
11240,13
11252,70
11264,136
11276,124
11288,37
11300,78
11312,44
11324,12
11336,25
11348,17
11360,9
11371,10
11383,13
11395,14
11407,31
11419,14
11431,25
11443,18
11455,31
11467,24
11479,2193
11492,3201
11505,6561
11518,1103
11531,804
11543,221
11555,171
11567,304
11579,237
11591,92
11603,166
11615,152
11627,86
11639,30
11651,70
11663,64
11675,38
11687,42
11699,33
11711,10
11723,31
11735,24
11747,27
11759,25
11771,32
11783,40
11795,20
11807,7
11819,25
11831,18
11843,23
11855,8600
11868,363
11880,787
11892,592
11904,580
11916,294
11928,250
11940,280
11952,184
11964,76
11976,88
11988,128
12000,69
12012,42
12024,70
12036,92
12048,18
12060,29
12072,33
12084,34
12096,16
12108,24
12120,12
12132,23
12144,21
12156,31
12168,30
12180,32
12192,11
12204,71
12216,3225
12229,5615
12242,914
12254,497
12266,37
12278,214
12290,483
12302,234
12314,108
12326,122
12338,140
12350,57
